 sen rec ret cir top tok mess rush sil s_m s_n er
207 132207622.0 134722110.0 137627715.5 5733790.5 18.0 16.0 1000.0 True True 10.0 10.0 False
208 127509077.0 130520215.5 133363349.0 5742715.5 18.0 17.0 1000.0 True True 10.0 10.0 False
209 114334901.0 117337338.0 120134734.0 5565117.0 18.0 18.0 1000.0 True True 10.0 10.0 False
210 1067902328.0 1071952952.0 1075504247.0 7872779.0 21.0 3.0 1000.0 True True 10.0 10.0 False
211 803190566.5 807490630.5 811863653.0 7273496.0 21.0 4.0 1000.0 True True 10.0 10.0 False
212 613937536.5 617022525.5 620937049.5 6926778.0 21.0 5.0 1000.0 True True 10.0 10.0 False
213 466671099.0 471020918.0 474000820.0 6564888.0 21.0 6.0 1000.0 True True 10.0 10.0 False
214 473291319.0 476989424.0 480011048.5 7519145.0 21.0 7.0 1000.0 True True 10.0 10.0 False
215 395379901.5 398783719.5 402699583.0 7615307.0 21.0 8.0 1000.0 True True 10.0 10.0 False
216 322302681.5 325899938.5 329078189.0 7176442.0 21.0 9.0 1000.0 True True 10.0 10.0 False
217 276790898.0 279296238.0 283281043.0 6366094.0 21.0 10.0 1000.0 True True 10.0 10.0 False
218 304263518.5 308279113.0 310177139.0 7993706.0 21.0 11.0 1000.0 True True 10.0 10.0 False
219 205371410.0 209755588.0 211622378.0 6752526.5 21.0 12.0 1000.0 True True 10.0 10.0 False
220 217337874.0 221996927.0 225308376.0 7783533.0 21.0 13.0 1000.0 True True 10.0 10.0 False
221 208684644.0 212277216.0 216382948.5 7496164.0 21.0 14.0 1000.0 True True 10.0 10.0 False
222 199393533.0 202374997.5 206813838.0 7811869.0 21.0 15.0 1000.0 True True 10.0 10.0 False
223 175119466.5 178705121.0 181981541.5 7116424.5 21.0 16.0 1000.0 True True 10.0 10.0 False
224 199384831.5 203532955.5 207287954.0 8344441.0 21.0 17.0 1000.0 True True 10.0 10.0 False
225 176588221.5 179927113.0 184307944.5 7645872.5 21.0 18.0 1000.0 True True 10.0 10.0 False
226 201315654.5 205595862.5 210379190.0 8912933.0 21.0 19.0 1000.0 True True 10.0 10.0 False
227 171645144.0 175286801.0 179617208.5 7946406.5 21.0 20.0 1000.0 True True 10.0 10.0 False
228 166873642.0 171598737.0 174779442.0 8283754.0 21.0 21.0 1000.0 True True 10.0 10.0 False
229 3964936839.0 3969952204.5 3973744463.0 8565770.0 22.0 1.0 1000.0 True True 10.0 10.0 False
230 1848791372.5 1852524059.0 1856616405.5 8001515.5 22.0 2.0 1000.0 True True 10.0 10.0 False
231 1223461443.0 1227846960.0 1231477462.0 8195848.0 22.0 3.0 1000.0 True True 10.0 10.0 False
232 839836939.5 843450038.0 847505570.5 7450425.5 22.0 4.0 1000.0 True True 10.0 10.0 False
233 828571275.5 832805521.5 837866625.0 9103918.0 22.0 5.0 1000.0 True True 10.0 10.0 False
234 620422104.0 624111061.0 628066414.0 8739352.0 22.0 6.0 1000.0 True True 10.0 10.0 False
235 450364634.0 455329354.0 458911216.0 7335076.0 22.0 7.0 1000.0 True True 10.0 10.0 False
236 480351966.0 484327176.5 489275608.5 9226185.0 22.0 8.0 1000.0 True True 10.0 10.0 False
237 420224024.0 423871035.0 429181357.0 8843322.0 22.0 9.0 1000.0 True True 10.0 10.0 False
238 364789717.5 368370241.5 372218501.5 7960016.5 22.0 10.0 1000.0 True True 10.0 10.0 False
239 308029672.5 311198998.0 315220840.0 7909369.0 22.0 11.0 1000.0 True True 10.0 10.0 False
240 243051021.5 247443232.0 250805997.0 7703436.0 22.0 12.0 1000.0 True True 10.0 10.0 False
241 276011786.0 280847992.0 285860903.0 9025605.5 22.0 13.0 1000.0 True True 10.0 10.0 False
242 261822220.5 265072090.0 268471892.0 8731096.0 22.0 14.0 1000.0 True True 10.0 10.0 False
243 242535630.5 245647169.5 249279232.0 8966481.0 22.0 15.0 1000.0 True True 10.0 10.0 False
244 240139392.5 244494789.0 248200702.0 9253851.0 22.0 16.0 1000.0 True True 10.0 10.0 False
245 241318769.5 246151629.0 250792387.0 9155234.5 22.0 17.0 1000.0 True True 10.0 10.0 False
246 209717658.5 213411970.0 218613412.5 8663046.5 22.0 18.0 1000.0 True True 10.0 10.0 False
247 183042445.0 186742557.5 190770424.0 7912047.5 22.0 19.0 1000.0 True True 10.0 10.0 False
248 209835017.0 213511925.0 218697526.0 9296688.0 22.0 20.0 1000.0 True True 10.0 10.0 False
249 3248708954.5 3251506350.0 3255654475.0 7260110.0 21.0 1.0 1000.0 True True 10.0 10.0 False
250 1637561228.0 1641388738.0 1645402548.0 7296030.5 21.0 2.0 1000.0 True True 10.0 10.0 False
251 201219270.0 204805371.5 210188875.0 9858042.0 22.0 21.0 1000.0 True True 10.0 10.0 False
252 165385475.0 168972246.0 172866021.0 8470500.0 22.0 22.0 1000.0 True True 10.0 10.0 False
253 1964586774.0 1968184254.0 1973524026.5 8901778.0 23.0 2.0 1000.0 True True 10.0 10.0 False
254 1206263417.5 1208693791.5 1214527091.0 8176213.0 23.0 3.0 1000.0 True True 10.0 10.0 False
255 973545669.0 977186879.5 981435627.5 8238238.5 23.0 4.0 1000.0 True True 10.0 10.0 False
256 807973447.5 812020278.0 816786427.0 8372999.0 23.0 5.0 1000.0 True True 10.0 10.0 False
257 732508245.0 738525390.0 742913360.5 9968259.5 23.0 6.0 1000.0 True True 10.0 10.0 False
258 540807215.0 547882587.0 548883250.5 8844437.5 23.0 7.0 1000.0 True True 10.0 10.0 False
259 483786573.0 487221850.0 492286524.0 8858494.0 23.0 8.0 1000.0 True True 10.0 10.0 False
260 455556036.0 458981720.0 464372585.0 9063313.0 23.0 9.0 1000.0 True True 10.0 10.0 False
261 417718907.0 421705273.5 425664197.0 9040108.0 23.0 10.0 1000.0 True True 10.0 10.0 False
262 370151802.0 377871971.0 379839385.0 9863397.0 23.0 11.0 1000.0 True True 10.0 10.0 False
263 315182910.0 321696037.0 324986289.5 9609493.5 23.0 12.0 1000.0 True True 10.0 10.0 False
264 314295812.0 319821884.5 323986518.5 9937470.0 23.0 13.0 1000.0 True True 10.0 10.0 False
265 288678379.0 294119668.0 297472615.5 9732429.0 23.0 14.0 1000.0 True True 10.0 10.0 False
266 283507949.0 288531570.0 292422444.5 9862504.0 23.0 15.0 1000.0 True True 10.0 10.0 False
267 259863508.0 266116707.0 269873490.0 10346213.5 23.0 16.0 1000.0 True True 10.0 10.0 False
